,id,zip,file name,entry,Description,CPV,URI
964,964,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210224_041545_2.atom,118,"Adquisición tierra de labor, destinada a circuito de motocros en el término municipal de Horcajo de Santiago, paraje la Pajilla conocido también como los yesos o carril de los Lirones; con referencia catastral  16111A020000120000EG,","['[70122000, 71200000]']",https://contrataciondelestado.es/wps/wcm/connect/673a5f0f-e0ba-4383-8d9d-1352ebe2b59b/DOC20201229132128pliego+de+clausulas+administrativas.pdf?MOD=AJPERES
965,965,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210224_041545_1.atom,208,Servicios de PUBLICIDAD Y DISEÑO GRÁFICO para la Campaña de sensibilización sobre Feminismos Y LGTBIQ+ de la Fundación Municipal de la Mujer del Excmo. Ayuntamiento de Cádiz (Estado de Alarma SARS-Cov2),"['[79341400, 79822500]']",https://contrataciondelestado.es/wps/wcm/connect/05bcf226-90be-4ed1-bfb5-68e53537af00/DOC202102051337052021004+PLIEGO+CLAUSULAS+ADMINISTRATIVAS.pdf?MOD=AJPERES
966,966,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210227_041328.atom,100,"Adecuación Casa Los Pérez:
El objeto del contrato está constituido por la ejecución de las actuaciones incluidas en
el Proyecto denominado elaboración del proyecto denominado “Adecuación del
Albergue Casa Los Pérez”, cuya finalidad es acondicionar el inmueble La Casa de Los
Pérez, de titularidad municipal, con los requisitos mínimos exigibles como albergue. A
tal finalidad, se incluyen en la memoria las siguientes actuaciones:
- Fontanería de la cocina.
- Pintura de paramentos interiores y exteriores.
- Pintura de carpintería.
- Equipamiento de la cocina.
Las prescripciones técnicas por las que se rige el contrato son las que figuran en el
proyecto elaborado al efecto por la Oficina Técnica Municipal.","['[45330000, 39141000, 45442100, 39221100, 45000000]']",https://contrataciondelestado.es/wps/wcm/connect/b3771125-7b6c-4df6-83f9-c075e38438a4/DOC20210208103754PCAP.pdf?MOD=AJPERES
967,967,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210227_041328.atom,29,Análisis técnico de estudios de inundabilidad en relación con los expedientes de autorizaciones en dominio publico hidráulico y su zona de policía en Castilla la Mancha dentro del ámbito geográfico de la CHJ,['71353100.0'],https://contrataciondelestado.es/wps/wcm/connect/11ec3554-b4ce-4f1f-84b4-a0a2f324c49d/DOC20210226121835CAM006_2020__06_DOCUMENTO+LICITACION.pdf?MOD=AJPERES
969,969,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210303_150753_1.atom,150,"Servicio de redacción de proyecto, dirección de obras y coordinación de seguridad y salud de las obras de acondicionamiento de caminos rurales del término municipal de Campos (camino de ses Quaranta, camino de es Palmer, camino de ses Sitjoles, camino de Son Toni Amer, camino de es Vinyet vell, camino de Campos a cas Concos y camino de Son Pere)","['[71317200, 71540000, 71242000]']",https://contrataciondelestado.es/wps/wcm/connect/b636acb7-fc7a-461d-8e9b-a5f7cf203ea7/DOC202102151203172021_004CM+Inici_expedient.pdf?MOD=AJPERES
973,973,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210308_040050.atom,355,"Contratar los servicios profesionales necesarios para impartir veintidós microtalleres sobre las temáticas que seguidamente se relacionan:

-	Linkedin (nivel avanzado): seis microtalleres, con un total de 52 horas.
-	Alfabetización informática y búsqueda de empleo: dos microtalleres, con un total de 24 horas.
-	Cómo afrontar una entrevista de trabajo: seis microtalleres, con un total de 56 horas.
-	Marca digital y búsqueda de empleo: dos microtalleres, con un total de 16 horas.
-	Videocurriculum: dos microtalleres, con un total de 16 horas.
-	Agenda y planificación de la búsqueda de empleo: dos microtalleres, con un total de 16 horas.
-	Tendencias, perfiles más demandados y sectores estratégicos del mercado laboral leonés: dos sesiones con un total de 5 horas.
",['80500000.0'],https://contrataciondelestado.es/wps/wcm/connect/e31be7de-e932-42f9-8029-a831a1ee3d05/DOC20210216140927PLIEGO+CLAUSULAS+ADMINISTRATIVAS+Y+TECNICAS+IF+08+21.pdf?MOD=AJPERES
974,974,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210310_091022_2.atom,417,PROYECTO y DIRECCIÓN de OBRA para la renovación energética de los edificios administrativos del ámbito de la Dirección Provincial de la Tesorería General de la Seguridad Social de Valencia. Luminarias LED y sensores de movimiento,"['[71242000, 71520000]']",https://contrataciondelestado.es/wps/wcm/connect/a0cfac60-69ad-4c86-a393-14c7302ffb97/DOC2021021619063446-CG+049+2021+4876+Memoria+y+Orden+de+Inicio.pdf?MOD=AJPERES
978,978,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210310_091022_1.atom,178,"Servicio de recepción, atención al público en sala y protocolo en los espacios donde se desarrollarán los espectáculos programados en la XXXVIII edición del Festival de Música Antigua de Sevilla, FeMÀS 2021, que no cuentan con estos servicios, tales como el Espacio Santa Clara y Conservatorio Superior de Música Manuel Castillo, durante el periodo que abarca del día 6 de marzo al 4 de abril del 2021.","['[79952000, 79992000]']",https://contrataciondelestado.es/wps/wcm/connect/c1202dc1-a059-4652-82fc-2a6436d969c3/DOC20210309113504condiciones+administrativas.pdf?MOD=AJPERES
979,979,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210310_091022.atom,105,Redacción del proyecto técnico de ejecución de obras de reforma de tramo del Camino de la Dehesa. Necesidad a satisfacer: 1. Dotar al municipio de una mejor red de caminos vecinales. 2. Fomentar la agricultura familiar y las pequeñas explotaciones. 3. Mejorar el traslado y transporte de los productos agrícolas. 4. Mejorar la seguridad en la circulación de los caminos.,['71242000.0'],https://contrataciondelestado.es/wps/wcm/connect/fb9a7d3d-2952-4be6-bd0d-07b0c8cc2e77/DOC20210210211126Pliegos+CS+Redaccion+Proyecto.pdf?MOD=AJPERES
983,983,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210312_041421_1.atom,52,"Contratación de una asistencia técnica para la planificación, definición y coordinación de los proyectos autonómicos y de la Secretaría de Estado de Derechos Sociales en el marco de los fondos europeos Next Generation",['73000000.0'],https://contrataciondelestado.es/wps/wcm/connect/becd924e-adb6-409f-a22e-6defd7b8aa52/DOC20210224133921Memoria+justificativa.pdf?MOD=AJPERES
989,989,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210318_041147.atom,421,"Suministro de discos de freno, Pastillas de freno, Termostato, Bomba de agua, Kit correa de distribución y Auxiliar de los vehículos más comunes de la Flota de Vehículos del Excmo. Ayuntamiento de Murcia",['34300000.0'],https://contrataciondelestado.es/wps/wcm/connect/a71420f5-51e7-4ad3-9d26-2c13342d6db6/DOC20210304082944PCAP.pdf?MOD=AJPERES
991,991,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210323_041305_1.atom,497,"Redacción de Proyecto de ejecución de Urbanización de rotonda en cruce Avda. Adolfo Suarez con camino de la calle de Toledo, dirección de obra y coordinación de seguridad y salud en fase de proyecto y ejecución","['[71240000, 71242000]']",https://contrataciondelestado.es/wps/wcm/connect/0ce8910e-e001-4d05-9546-777574d60168/DOC20210305132031SOLICITUD+OFERTAS+REDACCION+PROYECTO+ROTONDA.pdf?MOD=AJPERES
999,999,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210331_041156_1.atom,486,"Estudio de Yacimientos Arqueológicos mediante prospección del término municipal de Gata (Cáceres), dentro del Proyecto 0559_TERPAT_6_E_del Programa de Cooperación Interreg V A-España Portugal (POCTEP). 2014-2020
","['[71351914, 71351000, 71351720]']",https://contrataciondelestado.es/wps/wcm/connect/b0fcc734-326b-489f-b69c-8df2dd2cd6e6/DOC20210308091954huella_PLIEGO_CONDICIONES_PERFIL_PLACE.pdf?MOD=AJPERES
1002,1002,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210406_041134.atom,456,"Migración del sistema gestor de base de datos y gestor de informes, adaptación de ordenanzas fiscales en GTWIN y otras actuaciones de adaptación de los sistemas TAO instalados en el Ayuntamiento de Huesca",['72212000.0'],https://contrataciondelestado.es/wps/wcm/connect/89fa49fb-6c39-4c92-8219-351db910f99c/DOC20210309143453MEMORIA+CONDICIONES+CONTRATACION.pdf?MOD=AJPERES
1003,1003,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210406_041134.atom,26,"Suministro de una cisterna en un eje, para repartir digestato como abono en diferentes cultivos ubicados en el Instituto de Investigaciones Agrarias “Finca La Orden” perteneciente al Centro de Investigaciones Científicas y Tecnológicas de Extremadura (CICYTEX).",['16000000.0'],https://contrataciondelestado.es/wps/wcm/connect/5b5e220b-1e46-4ab9-918d-947f0a840934/DOC20210305090530PCAP-1.pdf?MOD=AJPERES
1006,1006,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210407_041254.atom,24,"Prestación del servicio para la redacción del proyecto de dirección facultativa de las instalaciones de climatización, producción térmica y ACS, gas e instalación hidráulica de piscinas del proyecto del edificio de la nueva piscina cubierta de la Zona Sur (Ciudad Deportiva)",['71340000.0'],https://contrataciondelestado.es/wps/wcm/connect/b33a9eb7-dab3-4e04-a735-01c4684f35dc/DOC20210308100151Pliego+de+condiciones+administrativas_signed.pdf?MOD=AJPERES
1007,1007,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210408_041332.atom,319,"Coordinación de seguridad y salud para desmontaje y reparación cilindro de compuerta Bureau del conducto de desagüe fondo de M.D. en Presa García de Sola y fabricación e instalación escalera de bajada, con línea de vida, a plataforma de Howel Bunger",['71317210.0'],https://contrataciondelestado.es/wps/wcm/connect/70fac99c-a11a-4819-876f-7421c1e97f96/DOC202103170816003+CONDICIONES+PRESENTACION+OFERTAS+CONTRATOS+MENORES.pdf?MOD=AJPERES
1008,1008,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210409_041329.atom,497,"Suministro de pequeño equipamiento para el laboratorio de la Unidad de Cultivos Celulares y Citometría del Servicio Central de Apoyo a la Investigación /SCAI) de la UCO con cargo al proyecto EQC2018-005221-P concedido por el Ministerio de Economía y Competitividad a través de las Ayudas a Infraestructuras y Equipamiento Científico-Técnico a través del  Programa Estatal de Fomento de la Investigación Científica y Técnica de Excelencia (convocatoria 2018), cofinanciado por la Agencia Estatal de Investigación (AEI) y el Fondo Europeo de Desarrollo Regional (FEDER).",['38000000.0'],https://contrataciondelestado.es/wps/wcm/connect/8a8fef52-b969-4968-b1c0-345e152125ae/DOC20201223121815documento_licitacion_firm.pdf?MOD=AJPERES
1013,1013,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210409_041329.atom,173,"Contrato de 2 sesiones de Narración Oral para público infantil de 4 a 12 años, a realizar por un narrador profesional, la actividad corresponde a la programación semanal para conmemorar el Día Internacional del Libro del 23 de abril de 2021 mediante adjudicación directa por razones artísticas  ",['92312000.0'],https://contrataciondelestado.es/wps/wcm/connect/fca5ab20-3410-4fcb-a66e-bd35e5d5f8fe/DOC20210331125935Informe-Propuesta_Contratacion_Menor-24.pdf?MOD=AJPERES
1015,1015,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210411_041152_1.atom,358,"Servicio consistente en la producción de material expositivo, transporte y montaje de la Estatua de Juno de Regina y otros trabajos de adecuación expositiva en el Museo Arqueológico Provincial de Badajoz.","['[45453100, 79950000, 60000000]']",https://contrataciondelestado.es/wps/wcm/connect/1e22a4d8-7c72-4807-9ca1-dafa8d58e543/DOC20210315081725huella_PLIEGO_CONDICIONES_PERFIL_PLACE_Licitacion_Diosa_Juno.pdf?MOD=AJPERES
1016,1016,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210411_041152_1.atom,143,"Contrato Menor con 3 invitaciones, para ejecución de obra, subvencionada con las Ayudas Previstas en las estrategias de desarrollo Local LEADER en el marco de la submedida 19.2 del Programa de desarrollo rural de Andalucía 2014-2020 Convocatoria 2017. Grupo de Desarrollo Rural: Valle Lecrin, Temple y Costa. Línea de Ayuda 4. Adecuación de red senderos de la Zona Rural Leader, Valle de Lecrin, Temple y Costa (OG2PP2)","['[34928470, 45233160]']",https://contrataciondelestado.es/wps/wcm/connect/6810f0d9-a141-4cb6-805e-3b46178837a6/DOC20210406143853memoria+de+actuacion.pdf?MOD=AJPERES
1020,1020,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210416_041311_1.atom,227,"Suscripción por doce meses a un servicio Web de consulta de información sobre Coordinación de Actividades Empresariales, para la SubdirecciónGeneral de Régimen Interior del Órgano Central del Ministerio de Defensa.",['72400000.0'],https://contrataciondelestado.es/wps/wcm/connect/d4ac8037-485f-437f-83e2-fccca37d2291/DOC20210324105035Memoria_2021_SP03032003_00000490E.pdf?MOD=AJPERES
1021,1021,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210417_041504_2.atom,338,"Contrato Menor para la limpieza en las dependencias de la Sindicatura de Comptes de la Comunitat Valenciana, durante el período de 6 meses, para adaptar el servicio a la situación excepcional derivada de la pandemia.","['[90910000, 90000000]']",https://contrataciondelestado.es/wps/wcm/connect/759bcfe1-c485-4587-85a3-5eacb31a3787/DOC2021032611091802_pliego_condiciones_limpieza_contrato_menor_2021.pdf?MOD=AJPERES
1023,1023,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210420_041624_1.atom,322,Contrato de Servicio de asistencia a la dirección de obra y coordinación de seguridad y salud para la ejecución del  proyecto de obras de reforzamiento de la canalización de  evacuación de aguas residuales en la avenida Fernando de  los Ríos y Calle San Miguel. ,['71356200.0'],https://contrataciondelestado.es/wps/wcm/connect/6ac5e8e9-589a-40b7-82b7-508deb86d36f/DOC20210325141649INFORME+NECESIDAD+2021+-+2600.pdf?MOD=AJPERES
1024,1024,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210421_042139.atom,350,"Servicio de plataforma o aplicación informática y de asistencia técnica necesaria, para la emisión y gestión de bonos del Plan de estímulo al consumo en el comercio minorista del Ayuntamiento de Lucena.",['72212217.0'],https://contrataciondelestado.es/wps/wcm/connect/67f47c16-b2de-4fc3-ac59-1d2bba7e2fd4/DOC20210312134325PLIEGO_definitivo_BONOS_DE_COMERCIO.pdf?MOD=AJPERES
1026,1026,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210423_223708_1.atom,207,"Suministro de prendas de uniformidad para el personal laboral (peones) que va a ser contratado por el Ayuntamiento de Sevilla, para dar continuidad a las funciones realizadas por el personal del Plan AIRE",['18100000.0'],https://contrataciondelestado.es/wps/wcm/connect/4ef5ca6f-df4a-4bd7-9c5a-e9085648cefd/DOC20210323163625CONDICIONES+ADMTVAS+MENOR.pdf?MOD=AJPERES
1027,1027,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210423_223708_1.atom,41,"Mobiliario para gestión, ordenación y conservación de colección Paleobotánica. Suministro de muebles de DM barnizados con 10 cajones cada uno para organizar y almacenar adecuadamente unos 7800 fósiles pertenecientes a las colecciones de fósiles vegetales del Centro Paleobotánico del IMGEMA-Real Jardín Botánico de Córdoba.",['39100000.0'],https://contrataciondelestado.es/wps/wcm/connect/1192a217-1433-48de-bf8c-3be7fca5a750/DOC20210317175540MEMORIA_Paleo.pdf?MOD=AJPERES
1028,1028,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210423_223708.atom,295,"Servicio consistente en la instalación y mantenimiento de los dispositivos necesarios para el pago de las deudas mediante tarjeta de crédito o débito, a través de la habilitación del cobro telemático mediante TPV virtual.",['66111000.0'],https://contrataciondelestado.es/wps/wcm/connect/1306a3b4-9400-47a3-b2cf-84e6c9420609/DOC20210416144911Pliego+administrativo.pdf?MOD=AJPERES
1029,1029,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210423_223708.atom,117,"Servicio de estudio, dirección de obra y gestión de trámites para la autorización arqueológica en la rehabilitación y musealización de la antigua Fonda de la Estación (con elementos de interés patrimonial). Cofinanciado por el Fondo Europeo de Desarrollo Regional en el marco del programa operativo FEDER Castilla La Mancha 2014-2020",['71200000.0'],https://contrataciondelestado.es/wps/wcm/connect/91a8cf33-f3a5-4de9-9e53-6fa354fdc30c/DOC20210331150123SOLICITUD+OFERTAS+SERVICIO+DE+ESTUDIO+FONDA+DE+LA+ESTACION.pdf?MOD=AJPERES
1032,1032,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210427_041136.atom,275,"Suministro con instalación de una red de protección horizontal para limitar el posado y anidamiento de aves en la estructura interior del porche cubierto existente en el patio del CEIP VALDÉS LEAL, ubicado en el Distrito Macarena de Sevilla.",['39541200.0'],https://contrataciondelestado.es/wps/wcm/connect/b72e2b95-6945-471f-bdab-6e62a07780a0/DOC2021030213303021-237+Condiciones-Admvas.pdf?MOD=AJPERES
1033,1033,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210427_041136.atom,130,"Servicio de asesoramiento técnico para la redacción del estudio de costes del servicio de implantación, mantenimiento y selección de delegado de protección de datos, que debe comprender todos los costes derivados del contrato, a los efectos del artículo 100.2 y 116.4.d) de la Ley de Contratos del Sector Público.",['79400000.0'],https://contrataciondelestado.es/wps/wcm/connect/cbd879c8-36cb-494f-a723-9ef698ced769/DOC20210120125851PLI.pdf?MOD=AJPERES
1038,1038,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210430_041411_2.atom,395,"Elaboración y colocación de vinilos, cartelas y códigos QR en las exposiciones programadas en el Museo Extremeño e Iberoamericano de Arte Contemporáneo de Badajoz dentro del primer semestre de 2021.    
",['79820000.0'],https://contrataciondelestado.es/wps/wcm/connect/0a45896d-0a48-4304-8d1d-45f18c072653/DOC20210412084019huella_PLIEGO_CONDICIONES_PERFIL_PLACE_Licitacion_Elaboracion_Vinilos_1o_Sem_MEIAC.pdf?MOD=AJPERES
1039,1039,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210502_121350_1.atom,372," Adquisición e instalación de noventa (90) baterías, para los Sistemas de Alimentación Ininterrumpida (SAIs) en corriente alterna de los sistemas de comunicación del Centro de Comunicaciones del Ministerio de Defensa (CECOMDEF).",['31440000.0'],https://contrataciondelestado.es/wps/wcm/connect/722dfcdc-385a-4782-9aa3-176ce07e196f/DOC20210415091934MEMORIA+2021_SP03032003_00000607E.pdf?MOD=AJPERES
1043,1043,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210506_041433_2.atom,352,"El objeto del contrato es la ejecución de las obras contenidas en el proyecto técnico denominado “RED DE ABASTECIMIENTO EN EL ENTORNO DE LA CALLE DE LA FUENTE Y CALLE SOTO EN MUDRIÁN, SAN MARTÍN Y MUDRIAN (SEGOVIA) EXPTE N.º 38/2021.”, redactado por el Arquitecto D. David Muñoz de la Calle, que fue aprobado por el Ayuntamiento Pleno, en sesión ordinaria celebrada el día 19 de marzo de 2021. ","['[45231300, 45231200]']",https://contrataciondelestado.es/wps/wcm/connect/cc149385-bf43-4c61-a574-eb5a4a378956/DOC20210504111928Decreto+PCAP+Contrato+menor+Renovacion+redes+Paimp+2021.pdf?MOD=AJPERES
1045,1045,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210506_041433.atom,5,"Contratación menor de los servicios de Dirección Facultativa y Coordinación de Seguridad
y salud en el trabajo en relación con el contrato de obras para la ejecución del Proyecto ""Cubrición
de cancha deportiva municipal, en el término municipal de Agulo, isla de La Gomera""","['[71317200, 71240000]']",https://contrataciondelestado.es/wps/wcm/connect/2c9bb90d-9c94-45d3-9a22-e19a2795bd77/DOC202103051133252021+146+PCAP.pdf?MOD=AJPERES
1046,1046,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210507_041335_1.atom,94,"Obras de conexión a la red general de pluviales entronque extramuros Avda. Maria Auxiliadora de Vinaròs, obra incluida y financiada por el Plan de Cooperación Provincial de Obras y Servicios para el año 2020 de la Diputación Provincial de Castellón.",['45000000.0'],https://contrataciondelestado.es/wps/wcm/connect/de9841bf-b21f-429e-93ac-ddcc0cdd0a42/DOC20210226141422PCAP+OBRAS+contrato+MENOR+Conexion+Pluviales.pdf?MOD=AJPERES
1047,1047,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210508_042120_1.atom,467,"Escuela de Infantería de Marina General Albacete y Fuster (EIMGAF).- Servicio de explotación del servicio de lavandería automática en régimen de autoservicio, durante UN (1) año, desde formalización de contrato.",['98311200.0'],https://contrataciondelestado.es/wps/wcm/connect/d8c691e1-3f3b-45f8-9344-a42478885fa9/DOC20210420130530NO+PCAP.pdf?MOD=AJPERES
1048,1048,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210508_042120_1.atom,95,"Suministro de 1.000 pulseras de tela serigrafiadas con un slogan, incluyendo el escudo del Ayuntamiento más los logos del Pacto de Estado contra la Violencia de Género  Pacto de Estado contra la violencia de género 2020).",['19210000.0'],https://contrataciondelestado.es/wps/wcm/connect/08ad38e2-b8e0-4681-8783-62a6158529e2/DOC202104260822011619418120061_Informe_de_Alcald_a.pdf?MOD=AJPERES
1049,1049,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210511_041423_2.atom,172,"Servicios de redacción de proyecto, dirección de obras y coordinación de seguridad y salud de las obras para la reordenación del tráfico y red de pluviales de la calle Antoni Maura y la plaza Gonzalo Torrente Ballester de Campos","['[71242000, 71317200, 71540000]']",https://contrataciondelestado.es/wps/wcm/connect/eff505a1-95ba-4b6e-9949-6258a3c02dbf/DOC202104271209302021_017CM+Inici_expedient.pdf?MOD=AJPERES
1050,1050,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210512_041313_1.atom,113,"Mantenimiento de la torre de refrigeración del edificio que alberga las dependencias del Instituto Aragonés de Seguridad y Salud Laboral y del Instituto Aragonés de Estadística, en la calle Bernardino Ramazzini nº 5 de Zaragoza.",['50730000.0'],https://contrataciondelestado.es/wps/wcm/connect/ce00bec1-be45-4355-be79-4404d074dc2a/DOC202104091128172+Pliego+tecnico+mant+torre+refrigeracion+B+Ramazz.pdf?MOD=AJPERES
1051,1051,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210514_170245_3.atom,134,"Adquisición de equipos de Protección Individual para labores de tratamientos forestales, vigilancia móvil y primer ataque a conatos de incendios forestales en el ámbito de la Confederación Hidrográfica del Guadiana",['35100000.0'],https://contrataciondelestado.es/wps/wcm/connect/bc8e6827-a859-4c8f-965c-25c00aa4d954/DOC20210430131251PCAP+CONTRATO+MENOR.pdf?MOD=AJPERES
1053,1053,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210514_170245_1.atom,278,"Adquisición de juegos infantiles: Balancín Palanca JOC -00
JOC -06 Avión Charter
Ajedrez JOC98 A/MT 2 plazas
Parchís JOC-98 B/MT
Mesa ping pong JOC56- C
Mesames 01x MT mesa Madera técnica
Montaje y transportes
","['[37535250, 37535230, 37535200]']",https://contrataciondelestado.es/wps/wcm/connect/497145a7-96f0-4f98-8822-c055f7708020/DOC20210513134255PCAP+Contrato+menor+Renovacion+juegos+infantiles+2021.pdf?MOD=AJPERES
1054,1054,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210516_041303_1.atom,405,Servicio de redacción de proyecto de segregación y memoria de valoraciones del barrio residencial de la Pradera de Alcázar de San Juan. Actuación incluida en la estrategia de desarrollo urbano y sostenible (EDUSI) cofinanciada por FEDER dentro del programa operativo plurirregional de España para el periodo 2014-2020,['71410000.0'],https://contrataciondelestado.es/wps/wcm/connect/c18af67f-5bfb-4c1a-a170-e2edd7378675/DOC20210414135327SOLICITUD+OFERTAS+PROYECTO+SEGREGACION+BARRIO+PRADERA.pdf?MOD=AJPERES
1060,1060,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210521_041352.atom,171,Servicios para la elaboración de un manual de materiales naturales y reciclados  en el marco del Proyecto LIFE RENATURALNZEB desarrollado por el Centro de Investigaciones Científicas y Tecnológicas de Extremadura (CICYTEX).,"['[92100000, 79970000]']",https://contrataciondelestado.es/wps/wcm/connect/378f1aa1-de9c-4efb-a1a5-4d03251cb7b1/DOC20210426123058PCAP+PRM+2021+40857.pdf?MOD=AJPERES
1061,1061,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210522_041345_1.atom,408,"Elaboración de la adaptación de las retribuciones del personal laboral del IMAE a los conceptos retributivos de los funcionarios, así como la modificación que aquella debe producir en el Convenio Colectivo y la Relación de Puestos de Trabajo, conforme a las especificaciones técnicas de la prestación.",['79140000.0'],https://contrataciondelestado.es/wps/wcm/connect/2a3ad036-81f5-486f-9c7a-59dbdd24524b/DOC20210408123203MEMORIA_JUSTIFICATIVA_CONTRATO_MENOR_2021_021.pdf?MOD=AJPERES
1064,1064,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210523_040947.atom,464,Contratación servicios informáticos para Implantación de un gestor documental basado en Microsoft SharePoint Online y la migración de contenidos para Extremadura Avante S.L.U. durante el ejercicio del 2021.,['72000000.0'],https://contrataciondelestado.es/wps/wcm/connect/0453f852-3468-4e42-811a-ed534a4492d2/DOC20210507132251EA21+013+PCAP.pdf?MOD=AJPERES
1065,1065,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210525_042037_3.atom,156,"Servicios de redacción del Proyecto Básico y de Ejecución, Estudio de Seguridad y Salud, Dirección Facultativa completa, y Coordinación de la Seguridad y Salud en fase de ejecución de las obras de reparación del horno SHELTON Nº 2",['71000000.0'],https://contrataciondelestado.es/wps/wcm/connect/4aeacb13-1d30-4cf5-bdf7-ee423c17f7fa/DOC20210413134034PCAP+firmado.pdf?MOD=AJPERES
1067,1067,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210525_042037_2.atom,99,"Servicio de redacción de Proyecto de Ejecución, Estudio de Seguridad y Salud, Dirección de Obra y Coordinación de Seguridad y Salud de las Obras ““RENOVACIÓN CUBIERTAS EN EDIFICIO REUNIONES DEL INSTITUTO DE INVESTIGACIONES AGRARIAS FINCA LA ORDEN – VALDESEQUERA” siendo promotor el Centro de Investigaciones Científicas y Tecnológicas de Extremadura (CICYTEX).",['71200000.0'],https://contrataciondelestado.es/wps/wcm/connect/294dfb9b-95eb-409f-94ce-435f67579961/DOC20210305090749PCAP.pdf?MOD=AJPERES
1069,1069,contratosMenoresPerfilesContratantes_2021.zip,contratosMenoresPerfilesContratantes_20210526_041442.atom,193,"Mobiliario para el parque infantil en San Martín y Mudrián (Segovia):

1	ud	casita 
1	ud	sube y baja los panchos
1	ud	balancín sube y baja 
1	ud	casita modelo yurta
6	ud	banco  madera técnica
5	ud	banco 
1	ud	juego redes porterías fútbol sala
6	ud	papelera 
1	ud	mesa pic-nic madera pino
1	ud	fuente
","['[37535250, 37535230, 37535200]']",https://contrataciondelestado.es/wps/wcm/connect/46a7cf38-214f-41f4-b238-3706ffff7e95/DOC20210525123845PCAP+Contrato+menor+Renovacion+juegos+infantiles+2021.pdf?MOD=AJPERES
